Image.name,Site,Date,Transect,Quadrat
BZE2025_CBC_FOREREEF_T1_Q1_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q1
BZE2025_CBC_FOREREEF_T1_Q10_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q10
BZE2025_CBC_FOREREEF_T1_Q2_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q2
BZE2025_CBC_FOREREEF_T1_Q3_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q3
BZE2025_CBC_FOREREEF_T1_Q4_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q4
BZE2025_CBC_FOREREEF_T1_Q5_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q5
BZE2025_CBC_FOREREEF_T1_Q6_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q6
BZE2025_CBC_FOREREEF_T1_Q7_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q7
BZE2025_CBC_FOREREEF_T1_Q8_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q8
BZE2025_CBC_FOREREEF_T1_Q9_R.JPG,BZE_CBC_FOREREEF,11/15/25,T1,Q9
BZE2025_CBC_FOREREEF_T2_Q1_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q1
BZE2025_CBC_FOREREEF_T2_Q10_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q10
BZE2025_CBC_FOREREEF_T2_Q2_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q2
BZE2025_CBC_FOREREEF_T2_Q3_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q3
BZE2025_CBC_FOREREEF_T2_Q4_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q4
BZE2025_CBC_FOREREEF_T2_Q5_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q5
BZE2025_CBC_FOREREEF_T2_Q6_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q6
BZE2025_CBC_FOREREEF_T2_Q7_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q7
BZE2025_CBC_FOREREEF_T2_Q8_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q8
BZE2025_CBC_FOREREEF_T2_Q9_R.JPG,BZE_CBC_FOREREEF,11/15/25,T2,Q9
BZE2025_CBC_FOREREEF_T3_Q1_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q1
BZE2025_CBC_FOREREEF_T3_Q10_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q10
BZE2025_CBC_FOREREEF_T3_Q2_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q2
BZE2025_CBC_FOREREEF_T3_Q3_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q3
BZE2025_CBC_FOREREEF_T3_Q4_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q4
BZE2025_CBC_FOREREEF_T3_Q5_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q5
BZE2025_CBC_FOREREEF_T3_Q6_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q6
BZE2025_CBC_FOREREEF_T3_Q7_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q7
BZE2025_CBC_FOREREEF_T3_Q8_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q8
BZE2025_CBC_FOREREEF_T3_Q9_R.JPG,BZE_CBC_FOREREEF,11/15/25,T3,Q9
BZE2025_CBC_FOREREEF_T4_Q1_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q1
BZE2025_CBC_FOREREEF_T4_Q10_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q10
BZE2025_CBC_FOREREEF_T4_Q2_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q2
BZE2025_CBC_FOREREEF_T4_Q3_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q3
BZE2025_CBC_FOREREEF_T4_Q4_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q4
BZE2025_CBC_FOREREEF_T4_Q5_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q5
BZE2025_CBC_FOREREEF_T4_Q6_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q6
BZE2025_CBC_FOREREEF_T4_Q7_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q7
BZE2025_CBC_FOREREEF_T4_Q8_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q8
BZE2025_CBC_FOREREEF_T4_Q9_R.JPG,BZE_CBC_FOREREEF,11/15/25,T4,Q9
BZE2025_CBC_FOREREEF_T5_Q1_R.JPG,BZE_CBC_FOREREEF,11/16/25,T5,Q1
BZE2025_CBC_FOREREEF_T5_Q10_R.JPG,BZE_CBC_FOREREEF,11/16/25,T5,Q10
BZE2025_CBC_FOREREEF_T5_Q2_R.JPG,BZE_CBC_FOREREEF,11/17/25,T5,Q2
BZE2025_CBC_FOREREEF_T5_Q3_R.JPG,BZE_CBC_FOREREEF,11/18/25,T5,Q3
BZE2025_CBC_FOREREEF_T5_Q4_R.JPG,BZE_CBC_FOREREEF,11/19/25,T5,Q4
BZE2025_CBC_FOREREEF_T5_Q5_R.JPG,BZE_CBC_FOREREEF,11/20/25,T5,Q5
BZE2025_CBC_FOREREEF_T5_Q6_R.JPG,BZE_CBC_FOREREEF,11/21/25,T5,Q6
BZE2025_CBC_FOREREEF_T5_Q7_R.JPG,BZE_CBC_FOREREEF,11/22/25,T5,Q7
BZE2025_CBC_FOREREEF_T5_Q8_R.JPG,BZE_CBC_FOREREEF,11/23/25,T5,Q8
BZE2025_CBC_FOREREEF_T5_Q9_R.JPG,BZE_CBC_FOREREEF,11/24/25,T5,Q9
BZE2025_CBC_FOREREEF_T6_Q1_R.JPG,BZE_CBC_FOREREEF,11/25/25,T6,Q1
BZE2025_CBC_FOREREEF_T6_Q10_R.JPG,BZE_CBC_FOREREEF,11/26/25,T6,Q10
BZE2025_CBC_FOREREEF_T6_Q2_R.JPG,BZE_CBC_FOREREEF,11/27/25,T6,Q2
BZE2025_CBC_FOREREEF_T6_Q3_R.JPG,BZE_CBC_FOREREEF,11/28/25,T6,Q3
BZE2025_CBC_FOREREEF_T6_Q4_R.JPG,BZE_CBC_FOREREEF,11/29/25,T6,Q4
BZE2025_CBC_FOREREEF_T6_Q5_R.JPG,BZE_CBC_FOREREEF,11/30/25,T6,Q5
BZE2025_CBC_FOREREEF_T6_Q6_R.JPG,BZE_CBC_FOREREEF,12/1/25,T6,Q6
BZE2025_CBC_FOREREEF_T6_Q7_R.JPG,BZE_CBC_FOREREEF,12/2/25,T6,Q7
BZE2025_CBC_FOREREEF_T6_Q8_R.JPG,BZE_CBC_FOREREEF,12/3/25,T6,Q8
BZE2025_CBC_FOREREEF_T6_Q9_R.JPG,BZE_CBC_FOREREEF,12/4/25,T6,Q9
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q01_50m_P6250179_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q01
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q02_45m_P6250542_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q02
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q03_40m_P6250192_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q03
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q04_35m_P6250547_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q04
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q05_30m_P6250198_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q05
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q06_25m_P6250551_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q06
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q07_20m_P6250208_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q07
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q08_15m_P6250556_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q08
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q09_10m_P6250216_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q09
Belize2025_reefCensus_photoquadrats_CBC_20250625_T1_Q10_5m_P6250560_R.JPG,BZE_CBC_BACKREEF,6/25/25,T1,Q10
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q01_50m_P6250230_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q01
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q02_45m_P6250565_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q02
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q03_40m_P6250240_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q03
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q04_35m_P6250568_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q04
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q05_30m_P6250251_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q05
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q06_25m_P6250573_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q06
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q07_20m_P6250265_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q07
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q08_15m_P6250577_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q08
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q09_10m_P6250225_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q09
Belize2025_reefCensus_photoquadrats_CBC_20250625_T2_Q10_5m_P6250582_R.JPG,BZE_CBC_BACKREEF,6/25/25,T2,Q10
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q01_50m_P6250270_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q01
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q02_45m_P6250587_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q02
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q03_40m_P6250280_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q03
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q04_35m_P6250592_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q04
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q05_30m_P6250290_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q05
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q06_25m_P6250595_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q06
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q07_20m_P6250295_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q07
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q08_15m_P6250598_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q08
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q09_10m_P6250309_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q09
Belize2025_reefCensus_photoquadrats_CBC_20250625_T3_Q10_5m_P6250603_R.JPG,BZE_CBC_BACKREEF,6/25/25,T3,Q10
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q01_50m_P6250326_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q01
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q02_45m_P6250611_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q02
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q03_40m_P6250332_.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q03
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q04_35m_P6250615_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q04
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q05_30m_P6250341_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q05
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q06_25m_P6250619_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q06
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q07_20m_P6250351_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q07
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q08_15m_P6250625_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q08
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q09_10m_P6250356_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q09
Belize2025_reefCensus_photoquadrats_CBC_20250625_T4_Q10_5m_P6250627_R.JPG,BZE_CBC_BACKREEF,6/25/25,T4,Q10
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q01_50m_P6260383_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q01
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q02_45m_P6260668_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q02
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q03_40m_P6260398_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q03
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q04_35m_P6260673_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q04
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q05_30m_P6260416_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q05
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q06_25m_P6260678_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q06
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q07_20m_P6260423_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q07
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q08_15m_P6260684_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q08
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q09_10m_P6260435_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q09
Belize2025_reefCensus_photoquadrats_CBC_20250625_T5_Q10_5m_P6260687_R.JPG,BZE_CBC_BACKREEF,6/25/25,T5,Q10
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q01_50m_P6260441_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q01
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q02_45m_P6260691_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q02
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q03_40m_P6260449_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q03
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q04_35m_P6260701_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q04
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q05_30m_P6260474_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q05
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q06_25m_P6260706_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q06
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q07_20m_P6260489_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q07
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q08_15m_P6260710_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q08
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q09_10m_P6260497_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q09
Belize2025_reefCensus_photoquadrats_CBC_20250625_T6_Q10_5m_P6260716_R.JPG,BZE_CBC_BACKREEF,6/25/25,T6,Q10
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q01_50m_P6220296_R.JPG,BZE_whaleShoal,6/22/25,T1,Q01
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q02_45m_P6220299_R.JPG,BZE_whaleShoal,6/22/25,T1,Q02
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q03_40m_P6220305_R.JPG,BZE_whaleShoal,6/22/25,T1,Q03
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q04_35m_P6220310_R.JPG,BZE_whaleShoal,6/22/25,T1,Q04
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q05_30m_P6220314_R.JPG,BZE_whaleShoal,6/22/25,T1,Q05
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q06_25m_P6220318_R.JPG,BZE_whaleShoal,6/22/25,T1,Q06
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q07_20m_P6220325_R.JPG,BZE_whaleShoal,6/22/25,T1,Q07
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q08_15m_P6220330_R.JPG,BZE_whaleShoal,6/22/25,T1,Q08
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q09_10m_P6220335_R.JPG,BZE_whaleShoal,6/22/25,T1,Q09
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q10_5m_P6220340_R.JPG,BZE_whaleShoal,6/22/25,T1,Q10
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q01_0m_P6220344_R.JPG,BZE_whaleShoal,6/22/25,T2,Q01
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q02_5m_P6220348_R.JPG,BZE_whaleShoal,6/22/25,T2,Q02
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q03_10m_P6220356_R.JPG,BZE_whaleShoal,6/22/25,T2,Q03
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q04_15m_P6220361_R.JPG,BZE_whaleShoal,6/22/25,T2,Q04
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q05_20m_P6220364_R.JPG,BZE_whaleShoal,6/22/25,T2,Q05
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q06_25m_P6220372_R.JPG,BZE_whaleShoal,6/22/25,T2,Q06
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q07_30m_P6220376_R.JPG,BZE_whaleShoal,6/22/25,T2,Q07
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q08_35m_P6220385_R.JPG,BZE_whaleShoal,6/22/25,T2,Q08
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q09_40m_P6220391_R.JPG,BZE_whaleShoal,6/22/25,T2,Q09
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q10_45m_P6220396_R.JPG,BZE_whaleShoal,6/22/25,T2,Q10
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q01_0m_P6220404_R.JPG,BZE_whaleShoal,6/22/25,T3,Q01
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q02_5m_P6220408_R.JPG,BZE_whaleShoal,6/22/25,T3,Q02
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q03_10m_P6220413_R.JPG,BZE_whaleShoal,6/22/25,T3,Q03
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q04_15m_P6220416_R.JPG,BZE_whaleShoal,6/22/25,T3,Q04
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q05_20m_P6220423_R.JPG,BZE_whaleShoal,6/22/25,T3,Q05
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q06_25m_P6220426_R.JPG,BZE_whaleShoal,6/22/25,T3,Q06
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q07_30m_P6220429_R.JPG,BZE_whaleShoal,6/22/25,T3,Q07
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q08_35m_P6220433_R.JPG,BZE_whaleShoal,6/22/25,T3,Q08
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q09_40m_P6220439_R.JPG,BZE_whaleShoal,6/22/25,T3,Q09
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q10_45m_P6220447_R.JPG,BZE_whaleShoal,6/22/25,T3,Q10
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q01_50m_P6230179_R.JPG,BZE_whaleShoal,6/22/25,T4,Q01
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q02_45m_P6230181_R.JPG,BZE_whaleShoal,6/22/25,T4,Q02
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q03_40m_P6230193_R.JPG,BZE_whaleShoal,6/22/25,T4,Q03
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q04_35m_P6230197_R.JPG,BZE_whaleShoal,6/22/25,T4,Q04
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q05_30m_P6230203_R.JPG,BZE_whaleShoal,6/22/25,T4,Q05
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q06_25m_P6230208_R.JPG,BZE_whaleShoal,6/22/25,T4,Q06
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q07_20m_P6230212_R.JPG,BZE_whaleShoal,6/22/25,T4,Q07
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q08_15m_P6230215_R.JPG,BZE_whaleShoal,6/22/25,T4,Q08
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q09_10m_P6230219_R.JPG,BZE_whaleShoal,6/22/25,T4,Q09
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q10_5m_P6230226_R.JPG,BZE_whaleShoal,6/22/25,T4,Q10
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q01_50m_P6230230_R.JPG,BZE_whaleShoal,6/22/25,T5,Q01
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q02_45m_P6230235_R.JPG,BZE_whaleShoal,6/22/25,T5,Q02
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q03_40m_P6230242_R.JPG,BZE_whaleShoal,6/22/25,T5,Q03
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q04_35m_P6230244_R.JPG,BZE_whaleShoal,6/22/25,T5,Q04
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q05_30m_P6230248_R.JPG,BZE_whaleShoal,6/22/25,T5,Q05
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q06_25m_P6230254_R.JPG,BZE_whaleShoal,6/22/25,T5,Q06
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q07_20m_P6230258_R.JPG,BZE_whaleShoal,6/22/25,T5,Q07
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q08_15m_P6230260_R.JPG,BZE_whaleShoal,6/22/25,T5,Q08
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q09_10m_P6230265_R.JPG,BZE_whaleShoal,6/22/25,T5,Q09
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q10_5m_P6230268_R.JPG,BZE_whaleShoal,6/22/25,T5,Q10
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q01_0m_P6230277_R.JPG,BZE_whaleShoal,6/22/25,T6,Q01
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q02_5m_P6230280_R.JPG,BZE_whaleShoal,6/22/25,T6,Q02
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q03_10m_P6230283_R.JPG,BZE_whaleShoal,6/22/25,T6,Q03
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q04_15m_P6230286_R.JPG,BZE_whaleShoal,6/22/25,T6,Q04
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q05_20m_P6230292_R.JPG,BZE_whaleShoal,6/22/25,T6,Q05
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q06_25m_P6230296_R.JPG,BZE_whaleShoal,6/22/25,T6,Q06
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q07_30m_P6230300_R.JPG,BZE_whaleShoal,6/22/25,T6,Q07
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q08_35m_P6230310_R.JPG,BZE_whaleShoal,6/22/25,T6,Q08
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q09_40m_P6230315_R.JPG,BZE_whaleShoal,6/22/25,T6,Q09
Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q10_45m_P6230318_R.JPG,BZE_whaleShoal,6/22/25,T6,Q10